timestamp,face_found,ear,mar,perclos,eyes_closed,yawning,drowsy
0.344,True,0.288,0.002,0.0,False,False,False
0.379,True,0.285,0.002,0.0,False,False,False
0.392,True,0.292,0.013,0.0,False,False,False
0.415,True,0.297,0.011,0.0,False,False,False
0.45,True,0.287,0.072,0.0,False,False,False
0.477,True,0.281,0.045,0.0,False,False,False
0.527,True,0.275,0.008,0.0,False,False,False
0.557,True,0.265,0.012,0.0,False,False,False
0.589,True,0.266,0.006,0.0,False,False,False
0.623,True,0.269,0.004,0.0,False,False,False
0.653,True,0.28,0.002,0.0,False,False,False
0.684,True,0.289,0.007,0.0,False,False,False
0.717,True,0.295,0.018,0.0,False,False,False
0.748,True,0.3,0.01,0.0,False,False,False
0.781,True,0.299,0.01,0.0,False,False,False
0.813,True,0.297,0.002,0.0,False,False,False
0.845,True,0.286,0.001,0.0,False,False,False
0.879,True,0.281,0.0,0.0,False,False,False
0.925,True,0.279,0.003,0.0,False,False,False
0.957,True,0.283,0.002,0.0,False,False,False
0.989,True,0.278,0.004,0.0,False,False,False
1.021,True,0.281,0.003,0.0,False,False,False
1.053,True,0.3,0.003,0.0,False,False,False
1.085,True,0.293,0.001,0.0,False,False,False
1.117,True,0.294,0.002,0.0,False,False,False
1.149,True,0.281,0.004,0.0,False,False,False
1.182,True,0.284,0.006,0.0,False,False,False
1.213,True,0.274,0.162,0.0,False,False,False
1.245,True,0.277,0.184,0.0,False,False,False
1.276,True,0.275,0.188,0.0,False,False,False
1.325,True,0.27,0.184,0.0,False,False,False
1.356,True,0.271,0.198,0.0,False,False,False
1.389,True,0.275,0.204,0.0,False,False,False
1.42,True,0.263,0.229,0.0,False,False,False
1.453,True,0.263,0.268,0.0,False,False,False
1.485,True,0.265,0.29,0.0,False,False,False
1.517,True,0.258,0.316,0.0,False,False,False
1.549,True,0.245,0.315,0.0,False,False,False
1.581,True,0.241,0.334,0.0,False,False,False
1.613,True,0.251,0.354,0.0,False,False,False
1.644,True,0.237,0.385,0.0,False,False,False
1.677,True,0.233,0.414,0.0,False,False,False
1.725,True,0.23,0.393,0.0,False,False,False
1.757,True,0.237,0.448,0.0,False,False,False
1.789,True,0.232,0.451,0.0,False,False,False
1.821,True,0.234,0.487,0.0,False,False,False
1.853,True,0.234,0.505,0.0,False,False,False
1.885,True,0.23,0.519,0.0,False,False,False
1.916,True,0.227,0.539,0.0,False,False,False
1.948,True,0.22,0.569,0.0,False,False,False
1.98,True,0.229,0.564,0.0,False,False,False
2.013,True,0.222,0.593,0.0,False,False,False
2.045,True,0.226,0.591,0.0,False,False,False
2.076,True,0.217,0.618,0.0,False,False,False
2.125,True,0.219,0.63,0.0,False,False,False
2.157,True,0.225,0.633,0.0,False,False,False
2.189,True,0.225,0.616,0.0,False,False,False
2.221,True,0.227,0.635,0.0,False,False,False
2.253,True,0.225,0.637,0.0,False,False,False
2.284,True,0.223,0.667,0.0,False,False,False
2.317,True,0.219,0.641,0.0,False,False,False
2.349,True,0.22,0.653,0.0,False,False,False
2.381,True,0.223,0.677,0.0,False,False,False
2.413,True,0.217,0.658,0.0,False,False,False
2.445,True,0.219,0.666,0.0,False,False,False
2.476,True,0.221,0.667,0.0,False,False,False
2.525,True,0.22,0.668,0.0,False,False,False
2.557,True,0.222,0.659,0.0,False,False,False
2.589,True,0.213,0.662,0.0,False,False,False
2.621,True,0.211,0.643,0.0,False,False,False
2.653,True,0.216,0.644,0.0,False,False,False
2.685,True,0.217,0.661,0.0,False,False,False
2.716,True,0.218,0.684,0.0,False,False,False
2.749,True,0.212,0.666,0.0,False,False,False
2.781,True,0.213,0.652,0.0,False,False,False
2.813,True,0.218,0.669,0.0,False,False,False
2.844,True,0.22,0.642,0.0,False,False,False
2.876,True,0.221,0.65,0.0,False,False,False
2.924,True,0.224,0.665,0.0,False,False,False
2.957,True,0.21,0.635,0.013,True,False,False
2.989,True,0.207,0.615,0.025,True,False,False
3.021,True,0.211,0.623,0.024,False,False,False
3.053,True,0.213,0.645,0.024,False,False,False
3.085,True,0.213,0.628,0.024,False,False,False
3.117,True,0.214,0.61,0.024,False,False,False
3.148,True,0.217,0.599,0.023,False,False,False
