timestamp,face_found,ear,mar,perclos,eyes_closed,yawning,pitch,yaw,roll,head_drop,drowsy
23.272,True,0.255,0.447,0.394,True,False,-163.6,7.5,-5.6,False,False
23.305,True,0.252,0.447,0.4,True,False,-163.7,7.4,-5.6,False,True
23.333,True,0.254,0.447,0.406,True,False,-163.6,7.5,-5.6,False,True
23.361,True,0.254,0.448,0.411,True,False,-163.5,7.5,-5.6,False,True
23.402,True,0.252,0.446,0.417,True,False,-163.8,7.5,-5.6,False,True
23.428,True,0.252,0.447,0.422,True,False,-163.7,7.6,-5.6,False,True
23.465,True,0.259,0.448,0.422,False,False,-164.0,8.2,-5.6,False,True
23.5,True,0.259,0.448,0.422,False,False,-163.6,8.0,-5.5,False,True
23.528,True,0.261,0.449,0.422,False,False,-163.8,7.7,-5.5,False,True
23.559,True,0.258,0.45,0.422,False,False,-163.5,7.6,-5.6,False,True
23.591,True,0.256,0.449,0.428,True,False,-163.8,7.4,-5.6,False,True
23.623,True,0.256,0.449,0.433,True,False,-163.8,7.6,-5.6,False,True
23.669,True,0.255,0.447,0.439,True,False,-163.8,7.5,-5.5,False,True
23.703,True,0.26,0.448,0.439,False,False,-164.0,7.5,-5.5,False,True
23.73,True,0.261,0.448,0.439,False,False,-164.0,7.6,-5.6,False,True
23.769,True,0.263,0.448,0.439,False,False,-164.0,7.7,-5.5,False,True
23.799,True,0.264,0.447,0.439,False,False,-164.1,7.5,-5.6,False,True
23.829,True,0.267,0.447,0.439,False,False,-163.9,7.5,-5.5,False,True
23.859,True,0.265,0.447,0.439,False,False,-164.1,7.2,-5.6,False,True
23.894,True,0.27,0.447,0.439,False,False,-163.9,7.1,-5.6,False,True
23.929,True,0.269,0.447,0.439,False,False,-163.8,7.2,-5.8,False,True
23.959,True,0.268,0.448,0.439,False,False,-163.8,7.4,-5.8,False,True
23.989,True,0.272,0.448,0.439,False,False,-163.7,7.5,-5.7,False,True
24.019,True,0.272,0.448,0.439,False,False,-163.6,7.5,-5.7,False,True
24.074,True,0.279,0.448,0.439,False,False,-163.8,7.0,-5.8,False,True
24.101,True,0.281,0.448,0.439,False,False,-163.6,7.1,-5.8,False,True
24.129,True,0.282,0.447,0.439,False,False,-163.7,7.2,-5.8,False,True
24.169,True,0.279,0.447,0.433,False,False,-163.8,7.3,-5.7,False,True
24.199,True,0.28,0.448,0.433,False,False,-163.7,7.3,-5.7,False,True
24.229,True,0.28,0.447,0.433,False,False,-163.8,7.6,-5.7,False,True
24.265,True,0.281,0.447,0.433,False,False,-163.9,7.6,-5.7,False,True
24.294,True,0.278,0.446,0.433,False,False,-164.0,7.6,-5.7,False,True
24.329,True,0.276,0.447,0.433,False,False,-163.7,7.8,-5.7,False,True
24.359,True,0.277,0.447,0.433,False,False,-163.7,7.6,-5.7,False,True
24.389,True,0.277,0.446,0.433,False,False,-163.9,7.5,-5.8,False,True
24.419,True,0.278,0.446,0.433,False,False,-164.1,7.4,-5.7,False,True
24.472,True,0.277,0.447,0.433,False,False,-164.1,7.4,-5.7,False,True
24.503,True,0.277,0.446,0.433,False,False,-163.9,7.4,-5.7,False,True
24.537,True,0.275,0.447,0.433,False,False,-164.1,7.5,-5.7,False,True
24.569,True,0.277,0.446,0.433,False,False,-164.2,7.4,-5.8,False,True
24.599,True,0.273,0.447,0.433,False,False,-164.2,7.2,-5.7,False,True
24.629,True,0.27,0.448,0.433,False,False,-163.9,7.4,-5.6,False,True
24.659,True,0.271,0.447,0.433,False,False,-163.9,7.3,-5.6,False,True
24.695,True,0.272,0.448,0.433,False,False,-164.0,7.1,-5.6,False,True
24.729,True,0.275,0.446,0.433,False,False,-164.0,7.4,-5.7,False,True
24.759,True,0.277,0.447,0.433,False,False,-163.8,7.6,-5.7,False,True
24.789,True,0.279,0.446,0.433,False,False,-163.9,7.4,-5.8,False,True
24.819,True,0.278,0.446,0.433,False,False,-163.6,7.3,-5.7,False,True
24.869,True,0.278,0.447,0.433,False,False,-163.8,7.5,-5.7,False,True
24.903,True,0.277,0.448,0.433,False,False,-163.5,7.3,-5.6,False,True
24.931,True,0.287,0.447,0.433,False,False,-163.9,7.2,-5.8,False,True
24.969,True,0.292,0.447,0.433,False,False,-164.1,7.3,-5.8,False,True
24.999,True,0.297,0.446,0.433,False,False,-164.7,6.9,-5.8,False,True
25.029,True,0.301,0.447,0.433,False,False,-164.8,6.9,-5.8,False,True
25.059,True,0.3,0.446,0.433,False,False,-165.1,6.6,-5.8,False,True
25.099,True,0.303,0.448,0.433,False,False,-164.8,6.8,-5.7,False,True
25.129,True,0.302,0.447,0.433,False,False,-164.9,6.7,-5.8,False,True
25.161,True,0.304,0.446,0.433,False,False,-164.8,6.6,-5.7,False,True
25.191,True,0.304,0.447,0.433,False,False,-164.9,7.0,-5.7,False,True
25.223,True,0.304,0.447,0.433,False,False,-164.6,6.7,-5.8,False,True
25.269,True,0.306,0.447,0.433,False,False,-164.8,7.2,-5.8,False,True
25.299,True,0.307,0.447,0.433,False,False,-164.2,6.9,-5.8,False,True
25.329,True,0.301,0.447,0.433,False,False,-164.6,7.1,-5.6,False,True
25.369,True,0.294,0.447,0.433,False,False,-164.3,6.7,-5.8,False,True
25.399,True,0.29,0.447,0.428,False,False,-164.0,7.2,-5.8,False,True
25.429,True,0.278,0.447,0.422,False,False,-163.8,7.3,-5.7,False,True
25.459,True,0.275,0.448,0.417,False,False,-163.9,7.1,-5.8,False,True
25.491,True,0.269,0.447,0.411,False,False,-163.7,7.6,-5.8,False,True
25.529,True,0.27,0.446,0.406,False,False,-163.8,7.3,-5.8,False,True
25.559,True,0.266,0.447,0.4,False,False,-163.7,7.8,-5.8,False,True
25.589,True,0.265,0.447,0.394,False,False,-163.7,7.4,-5.8,False,False
25.619,True,0.265,0.447,0.389,False,False,-163.5,7.4,-5.8,False,False
25.672,True,0.262,0.448,0.383,False,False,-163.7,7.4,-5.7,False,False
25.705,True,0.263,0.448,0.378,False,False,-163.7,7.5,-5.7,False,False
25.729,True,0.262,0.447,0.372,False,False,-163.5,7.7,-5.8,False,False
25.763,True,0.262,0.448,0.367,False,False,-163.2,7.8,-5.7,False,False
25.799,True,0.261,0.449,0.367,False,False,-163.2,7.5,-5.7,False,False
25.832,True,0.26,0.449,0.367,False,False,-163.2,7.6,-5.7,False,False
25.865,True,0.258,0.449,0.367,False,False,-163.3,7.5,-5.7,False,False
25.889,True,0.257,0.448,0.372,True,False,-163.5,7.6,-5.7,False,False
25.923,True,0.257,0.448,0.378,True,False,-163.5,7.5,-5.7,False,False
25.962,True,0.256,0.447,0.383,True,False,-163.5,7.5,-5.8,False,False
25.992,True,0.257,0.448,0.389,True,False,-163.5,7.2,-5.8,False,False
26.019,True,0.258,0.448,0.389,False,False,-163.5,7.5,-5.8,False,False
26.073,True,0.258,0.449,0.389,False,False,-163.6,7.2,-5.7,False,False
26.099,True,0.256,0.448,0.394,True,False,-163.3,7.2,-5.7,False,False
26.129,True,0.256,0.449,0.4,True,False,-163.4,7.3,-5.7,False,True
26.168,True,0.256,0.449,0.406,True,False,-163.1,7.5,-5.7,False,True
26.203,True,0.257,0.448,0.406,False,False,-163.5,7.4,-5.7,False,True
26.233,True,0.258,0.448,0.406,False,False,-163.4,7.6,-5.7,False,True
26.259,True,0.257,0.448,0.411,True,False,-163.4,7.5,-5.7,False,True
26.297,True,0.249,0.448,0.417,True,False,-163.2,7.5,-5.7,False,True
26.329,True,0.253,0.448,0.422,True,False,-163.5,7.5,-5.7,False,True
26.359,True,0.252,0.447,0.428,True,False,-163.4,7.6,-5.7,False,True
26.392,True,0.252,0.448,0.433,True,False,-163.1,7.8,-5.5,False,True
26.428,True,0.251,0.448,0.439,True,False,-163.5,7.3,-5.6,False,True
26.457,True,0.253,0.447,0.444,True,False,-163.3,7.3,-5.6,False,True
26.503,True,0.252,0.448,0.444,True,False,-163.6,7.3,-5.7,False,True
26.535,True,0.253,0.448,0.444,True,False,-163.4,7.7,-5.7,False,True
26.568,True,0.252,0.448,0.444,True,False,-163.5,7.2,-5.6,False,True
26.599,True,0.253,0.447,0.444,True,False,-163.6,7.2,-5.6,False,True
26.634,True,0.254,0.448,0.45,True,False,-163.5,7.4,-5.6,False,True
26.659,True,0.251,0.448,0.456,True,False,-163.6,7.2,-5.7,False,True
26.699,True,0.254,0.449,0.461,True,False,-163.7,7.3,-5.7,False,True
26.729,True,0.251,0.45,0.467,True,False,-163.5,7.0,-5.8,False,True
26.763,True,0.253,0.448,0.472,True,False,-163.4,7.1,-5.7,False,True
26.789,True,0.254,0.45,0.478,True,False,-163.5,7.3,-5.8,False,True
26.822,True,0.257,0.449,0.483,True,False,-163.3,8.1,-5.7,False,True
26.855,True,0.259,0.447,0.483,False,False,-163.6,8.0,-5.8,False,True
26.899,True,0.259,0.449,0.483,False,False,-163.6,7.9,-5.8,False,True
26.931,True,0.255,0.449,0.489,True,False,-163.3,8.0,-5.7,False,True
26.969,True,0.257,0.448,0.489,False,False,-163.6,8.0,-5.7,False,True
26.999,True,0.259,0.448,0.489,False,False,-163.7,8.3,-5.7,False,True
27.032,True,0.261,0.448,0.489,False,False,-163.6,8.2,-5.7,False,True
27.066,True,0.262,0.448,0.489,False,False,-163.5,7.8,-5.8,False,True
27.101,True,0.262,0.447,0.489,False,False,-163.7,7.7,-5.8,False,True
27.129,True,0.262,0.447,0.489,False,False,-163.7,8.2,-5.8,False,True
27.159,True,0.264,0.448,0.489,False,False,-163.7,8.2,-5.8,False,True
27.189,True,0.264,0.448,0.489,False,False,-163.6,8.0,-5.8,False,True
27.223,True,0.263,0.448,0.489,False,False,-163.8,8.4,-5.8,False,True
27.259,True,0.266,0.448,0.489,False,False,-163.7,8.2,-5.8,False,True
27.299,True,0.267,0.448,0.489,False,False,-163.7,8.7,-5.6,False,True
27.331,True,0.264,0.45,0.489,False,False,-163.8,8.1,-5.9,False,True
27.369,True,0.275,0.45,0.489,False,False,-164.9,7.3,-6.0,False,True
27.399,True,0.275,0.448,0.489,False,False,-167.6,7.7,-6.1,False,True
27.431,True,0.271,0.448,0.489,False,False,-169.9,6.9,-6.4,False,True
27.465,True,0.284,0.451,0.489,False,False,-173.4,6.5,-6.6,False,True
27.499,True,0.285,0.449,0.483,False,False,-175.0,6.3,-6.8,False,True
27.529,True,0.278,0.452,0.478,False,False,-177.0,5.5,-7.5,False,True
27.561,True,0.273,0.448,0.472,False,False,179.4,3.9,-8.1,False,True
27.59,True,0.275,0.446,0.467,False,False,174.1,4.2,-8.6,False,True
27.625,True,0.27,0.447,0.461,False,False,171.5,4.0,-8.9,False,True
27.655,True,0.27,0.444,0.456,False,False,169.5,3.7,-9.2,False,True
27.699,True,0.262,0.446,0.45,False,False,167.0,4.4,-9.4,False,True
27.729,True,0.269,0.446,0.444,False,False,164.6,3.9,-9.6,False,True
27.769,True,0.264,0.447,0.439,False,False,164.3,4.6,-9.8,False,True
27.799,True,0.265,0.445,0.433,False,False,164.9,4.5,-9.6,True,True
27.829,True,0.256,0.445,0.433,True,False,165.0,4.1,-9.7,True,True
27.859,True,0.243,0.445,0.433,True,False,164.9,4.1,-9.7,True,True
27.889,True,0.244,0.445,0.433,True,False,164.8,3.9,-9.7,True,True
27.929,True,0.243,0.444,0.433,True,False,163.6,3.8,-9.7,True,True
27.959,True,0.246,0.444,0.433,True,False,164.2,3.9,-9.7,True,True
27.991,True,0.244,0.444,0.433,True,False,164.5,4.3,-9.6,True,True
28.019,True,0.24,0.444,0.433,True,False,164.8,4.5,-9.6,True,True
28.059,True,0.239,0.445,0.433,True,False,165.5,4.3,-9.6,True,True
28.109,True,0.236,0.444,0.433,True,False,164.5,4.1,-9.6,True,True
28.143,True,0.237,0.444,0.433,True,False,164.3,3.9,-9.8,True,True
28.169,True,0.232,0.445,0.433,True,False,163.8,3.8,-9.6,True,True
28.199,True,0.231,0.445,0.433,True,False,164.0,4.2,-9.6,True,True
28.229,True,0.235,0.446,0.433,True,False,164.8,4.6,-9.7,True,True
28.26,True,0.237,0.444,0.433,True,False,165.6,4.6,-9.6,True,True
28.289,True,0.205,0.444,0.433,True,False,165.5,4.7,-9.7,True,True
28.329,True,0.098,0.445,0.433,True,False,164.3,5.4,-9.4,True,True
28.359,True,0.064,0.445,0.433,True,False,164.0,4.9,-9.4,True,True
28.389,True,0.139,0.445,0.433,True,False,164.6,4.8,-9.4,True,True
28.423,True,0.179,0.444,0.433,True,False,165.8,4.9,-9.6,True,True
28.449,True,0.2,0.444,0.433,True,False,167.4,5.3,-9.9,True,True
28.505,True,0.219,0.445,0.433,True,False,167.5,5.6,-9.6,True,True
28.531,True,0.209,0.446,0.433,True,False,166.6,5.0,-9.6,True,True
28.56,True,0.213,0.444,0.433,True,False,167.1,5.0,-9.6,True,True
28.599,True,0.215,0.444,0.433,True,False,166.5,5.1,-9.6,True,True
28.629,True,0.217,0.445,0.433,True,False,167.0,5.2,-9.5,True,True
28.659,True,0.228,0.445,0.433,True,False,167.4,5.6,-9.6,True,True
28.693,True,0.229,0.445,0.433,True,False,167.2,5.9,-9.6,True,True
28.729,True,0.233,0.445,0.433,True,False,167.8,5.9,-9.5,True,True
28.759,True,0.23,0.444,0.433,True,False,167.9,5.8,-9.6,True,True
28.789,True,0.233,0.444,0.433,True,False,168.0,6.2,-9.6,True,True
28.823,True,0.235,0.445,0.433,True,False,167.7,6.3,-9.5,True,True
28.857,True,0.237,0.444,0.433,True,False,168.4,6.2,-9.6,True,True
28.9,True,0.236,0.444,0.433,True,False,168.3,6.2,-9.5,True,True
28.929,True,0.237,0.444,0.433,True,False,168.8,6.1,-9.4,True,True
28.969,True,0.232,0.445,0.433,True,False,169.0,6.3,-9.5,True,True
28.999,True,0.199,0.445,0.433,True,False,168.2,5.2,-9.4,True,True
29.031,True,0.065,0.446,0.433,True,False,166.9,5.4,-9.2,True,True
29.061,True,0.054,0.448,0.433,True,False,168.4,5.8,-9.1,True,True
29.089,True,0.17,0.447,0.433,True,False,168.7,5.8,-9.2,True,True
29.127,True,0.207,0.445,0.433,True,False,169.2,6.0,-9.1,True,True
29.159,True,0.221,0.446,0.433,True,False,168.6,5.7,-8.9,True,True
29.189,True,0.231,0.445,0.433,True,False,168.8,6.0,-8.6,True,True
29.219,True,0.239,0.445,0.433,True,False,168.6,5.9,-8.6,True,True
29.25,True,0.242,0.445,0.433,True,False,168.6,5.6,-8.3,True,True
29.299,True,0.249,0.445,0.433,True,False,169.3,5.8,-8.3,True,True
29.331,True,0.247,0.446,0.433,True,False,170.1,5.7,-8.1,True,True
29.369,True,0.253,0.446,0.433,True,False,169.9,5.3,-7.9,True,True
29.399,True,0.256,0.445,0.433,True,False,169.7,4.6,-7.7,True,True
29.429,True,0.254,0.445,0.433,True,False,170.0,4.3,-7.8,True,True
29.463,True,0.249,0.445,0.439,True,False,169.5,4.1,-7.6,True,True
29.489,True,0.254,0.446,0.444,True,False,169.2,4.1,-7.5,True,True
29.527,True,0.245,0.445,0.45,True,False,168.7,4.1,-7.3,True,True
29.56,True,0.243,0.445,0.456,True,False,168.7,3.6,-7.3,True,True
29.591,True,0.231,0.444,0.456,True,False,169.0,3.2,-7.0,True,True
29.625,True,0.236,0.445,0.456,True,False,169.1,2.9,-7.0,True,True
29.658,True,0.221,0.445,0.456,True,False,168.2,2.5,-7.0,True,True
29.701,True,0.23,0.444,0.461,True,False,168.7,2.1,-7.1,True,True
29.733,True,0.22,0.445,0.467,True,False,168.0,1.5,-7.0,True,True
29.769,True,0.223,0.444,0.472,True,False,168.4,1.9,-7.1,True,True
29.799,True,0.221,0.445,0.478,True,False,168.5,2.0,-7.1,True,True
29.829,True,0.217,0.447,0.483,True,False,168.6,2.5,-6.9,True,True
29.859,True,0.212,0.446,0.489,True,False,168.8,2.2,-6.9,True,True
29.899,True,0.214,0.448,0.494,True,False,170.6,3.1,-7.0,True,True
29.929,True,0.219,0.447,0.5,True,False,171.4,3.4,-7.0,True,True
29.959,True,0.217,0.448,0.506,True,False,171.9,3.4,-7.1,True,True
29.989,True,0.22,0.447,0.511,True,False,171.4,3.2,-7.2,True,True
30.019,True,0.221,0.446,0.517,True,False,171.4,3.1,-7.2,True,True
30.053,True,0.232,0.447,0.522,True,False,171.8,3.3,-7.3,True,True
30.099,True,0.23,0.447,0.528,True,False,171.5,3.2,-7.3,True,True
30.129,True,0.227,0.447,0.533,True,False,171.9,3.0,-7.3,True,True
30.173,True,0.228,0.448,0.539,True,False,172.5,3.2,-7.3,True,True
30.201,True,0.226,0.447,0.544,True,False,172.2,3.2,-7.3,True,True
30.233,True,0.227,0.447,0.55,True,False,173.1,3.1,-7.3,True,True
30.263,True,0.21,0.446,0.556,True,False,172.2,3.6,-7.1,True,True
30.295,True,0.198,0.447,0.561,True,False,172.6,3.5,-7.2,True,True
30.331,True,0.2,0.447,0.567,True,False,172.7,3.5,-7.2,True,True
30.359,True,0.206,0.448,0.572,True,False,172.9,3.5,-7.2,True,True
30.389,True,0.207,0.447,0.578,True,False,172.7,3.5,-7.3,True,True
30.419,True,0.207,0.449,0.583,True,False,174.1,4.2,-7.2,True,True
30.464,True,0.21,0.449,0.589,True,False,174.5,4.2,-7.1,True,True
30.537,True,0.207,0.448,0.594,True,False,174.2,4.1,-7.2,True,True
30.556,True,0.21,0.449,0.6,True,False,175.5,4.6,-7.2,True,True
30.573,True,0.211,0.448,0.606,True,False,175.4,4.6,-7.2,True,True
30.601,True,0.212,0.448,0.611,True,False,175.3,4.6,-7.2,True,True
30.631,True,0.209,0.449,0.617,True,False,175.4,4.8,-7.2,True,True
30.659,True,0.21,0.448,0.622,True,False,175.3,4.6,-7.3,True,True
30.689,True,0.209,0.449,0.628,True,False,175.7,4.4,-7.4,True,True
30.729,True,0.208,0.449,0.633,True,False,175.0,4.8,-7.2,True,True
30.759,True,0.208,0.449,0.639,True,False,175.9,4.6,-7.3,True,True
30.789,True,0.21,0.448,0.644,True,False,175.9,4.7,-7.2,True,True
30.824,True,0.212,0.448,0.65,True,False,175.8,4.6,-7.2,True,True
30.849,True,0.21,0.448,0.656,True,False,175.7,4.6,-7.1,True,True
30.899,True,0.211,0.447,0.661,True,False,175.5,4.5,-7.2,True,True
30.939,True,0.209,0.449,0.667,True,False,176.2,4.7,-7.2,True,True
30.969,True,0.209,0.449,0.672,True,False,176.3,4.7,-7.3,True,True
30.999,True,0.207,0.448,0.678,True,False,176.3,4.8,-7.2,True,True
31.029,True,0.205,0.448,0.683,True,False,175.6,4.5,-7.3,True,True
31.059,True,0.204,0.449,0.689,True,False,175.4,4.6,-7.2,True,True
31.091,True,0.207,0.449,0.694,True,False,176.0,5.0,-7.2,True,True
31.129,True,0.204,0.449,0.7,True,False,176.3,5.1,-7.2,True,True
31.159,True,0.204,0.449,0.706,True,False,175.8,4.9,-7.1,True,True
31.189,True,0.196,0.449,0.711,True,False,176.2,4.6,-7.2,True,True
31.223,True,0.199,0.448,0.717,True,False,175.6,4.0,-7.3,True,True
31.251,True,0.2,0.448,0.722,True,False,176.5,4.4,-7.3,True,True
31.299,True,0.201,0.449,0.728,True,False,176.8,4.4,-7.3,True,True
31.329,True,0.206,0.449,0.733,True,False,176.5,4.2,-7.3,True,True
31.361,True,0.208,0.448,0.739,True,False,175.7,4.5,-7.4,True,True
31.399,True,0.204,0.449,0.744,True,False,177.1,4.5,-7.4,True,True
31.429,True,0.205,0.45,0.75,True,False,176.9,4.6,-7.4,True,True
31.459,True,0.21,0.45,0.756,True,False,176.7,4.9,-7.3,True,True
31.495,True,0.211,0.45,0.761,True,False,176.5,4.7,-7.4,True,True
31.527,True,0.208,0.45,0.767,True,False,177.3,4.8,-7.4,True,True
31.559,True,0.207,0.45,0.772,True,False,176.5,4.5,-7.5,True,True
31.593,True,0.211,0.45,0.778,True,False,176.5,4.7,-7.5,True,True
31.619,True,0.209,0.449,0.783,True,False,177.2,5.1,-7.5,True,True
31.649,True,0.209,0.45,0.789,True,False,177.2,5.2,-7.5,True,True
31.699,True,0.208,0.449,0.794,True,False,176.8,4.9,-7.5,True,True
31.736,True,0.205,0.448,0.8,True,False,176.9,5.0,-7.6,True,True
31.764,True,0.207,0.449,0.806,True,False,177.2,5.2,-7.5,True,True
31.799,True,0.209,0.448,0.811,True,False,176.5,5.3,-7.5,True,True
31.829,True,0.203,0.449,0.817,True,False,176.5,5.2,-7.4,True,True
31.863,True,0.206,0.448,0.822,True,False,176.0,5.5,-7.4,True,True
31.892,True,0.206,0.449,0.822,True,False,176.8,5.5,-7.5,True,True
31.929,True,0.206,0.449,0.822,True,False,176.4,5.4,-7.5,True,True
31.959,True,0.205,0.449,0.822,True,False,176.9,5.6,-7.5,True,True
31.991,True,0.205,0.449,0.822,True,False,176.7,5.5,-7.5,True,True
32.019,True,0.204,0.449,0.828,True,False,176.3,5.2,-7.5,True,True
32.051,True,0.204,0.447,0.833,True,False,176.5,5.1,-7.5,True,True
32.099,True,0.205,0.448,0.833,True,False,176.4,5.2,-7.5,True,True
32.129,True,0.206,0.449,0.833,True,False,176.0,4.5,-7.5,True,True
32.169,True,0.209,0.449,0.833,True,False,176.3,5.0,-7.6,True,True
32.199,True,0.208,0.449,0.839,True,False,176.5,5.2,-7.6,True,True
32.229,True,0.206,0.449,0.844,True,False,175.9,4.8,-7.4,True,True
32.259,True,0.205,0.448,0.844,True,False,176.1,5.3,-7.4,True,True
32.299,True,0.206,0.448,0.844,True,False,175.8,5.3,-7.4,True,True
32.329,True,0.206,0.449,0.844,True,False,176.0,5.2,-7.3,True,True
32.359,True,0.204,0.449,0.844,True,False,175.9,5.0,-7.3,True,True
32.389,True,0.203,0.449,0.844,True,False,176.1,5.1,-7.2,True,True
32.419,True,0.206,0.449,0.844,True,False,176.1,4.8,-7.3,True,True
32.449,True,0.206,0.449,0.844,True,False,176.4,5.4,-7.3,True,True
32.505,True,0.205,0.448,0.844,True,False,176.4,5.1,-7.4,True,True
32.529,True,0.209,0.448,0.844,True,False,176.6,4.9,-7.3,True,True
32.561,True,0.212,0.449,0.844,True,False,176.8,5.1,-7.3,True,True
32.599,True,0.213,0.45,0.844,True,False,176.6,5.4,-7.3,True,True
32.629,True,0.216,0.45,0.844,True,False,176.7,5.4,-7.4,True,True
32.659,True,0.215,0.45,0.844,True,False,176.0,5.2,-7.3,True,True
32.689,True,0.216,0.45,0.844,True,False,176.0,5.7,-7.3,True,True
32.729,True,0.217,0.449,0.844,True,False,176.3,5.7,-7.2,True,True
32.759,True,0.214,0.45,0.844,True,False,176.5,5.6,-7.2,True,True
32.789,True,0.211,0.449,0.844,True,False,176.9,5.8,-7.3,True,True
32.819,True,0.21,0.449,0.844,True,False,176.4,5.6,-7.3,True,True
32.849,True,0.211,0.449,0.85,True,False,176.5,5.7,-7.4,True,True
32.899,True,0.214,0.449,0.856,True,False,176.3,5.3,-7.5,True,True
32.933,True,0.208,0.449,0.856,True,False,176.5,4.8,-7.4,True,True
32.961,True,0.186,0.449,0.861,True,False,176.8,5.4,-7.3,True,True
32.999,True,0.186,0.449,0.867,True,False,177.5,5.6,-7.3,True,True
33.032,True,0.166,0.449,0.872,True,False,177.5,5.3,-7.3,True,True
33.06,True,0.076,0.449,0.878,True,False,176.1,3.5,-7.3,True,True
33.094,True,0.057,0.449,0.883,True,False,176.2,3.4,-7.3,True,True
33.127,True,0.144,0.449,0.889,True,False,177.3,4.6,-7.2,True,True
33.162,True,0.2,0.449,0.894,True,False,178.2,5.0,-7.4,True,True
33.193,True,0.221,0.45,0.9,True,False,179.1,5.7,-7.3,True,True
33.219,True,0.227,0.45,0.906,True,False,179.1,5.7,-7.2,True,True
33.256,True,0.237,0.45,0.911,True,False,179.1,6.0,-7.3,True,True
33.299,True,0.238,0.45,0.917,True,False,178.8,5.8,-7.4,True,True
33.334,True,0.24,0.45,0.922,True,False,179.5,6.2,-7.4,True,True
33.361,True,0.242,0.449,0.928,True,False,179.4,6.3,-7.3,True,True
33.401,True,0.245,0.449,0.933,True,False,179.7,6.2,-7.3,True,True
33.431,True,0.245,0.45,0.939,True,False,179.6,6.2,-7.3,True,True
33.464,True,0.244,0.449,0.944,True,False,179.4,6.0,-7.5,True,True
33.497,True,0.245,0.45,0.95,True,False,179.7,6.2,-7.5,True,True
33.528,True,0.245,0.449,0.956,True,False,179.2,5.7,-7.5,True,True
33.559,True,0.243,0.45,0.961,True,False,179.3,5.9,-7.4,True,True
33.589,True,0.246,0.45,0.967,True,False,179.5,5.9,-7.4,True,True
33.619,True,0.241,0.45,0.972,True,False,179.2,5.8,-7.5,True,True
33.649,True,0.24,0.449,0.978,True,False,178.4,5.4,-7.6,True,True
33.699,True,0.244,0.45,0.983,True,False,178.8,5.7,-7.5,True,True
33.729,True,0.245,0.45,0.989,True,False,179.1,5.8,-7.5,True,True
33.766,True,0.244,0.45,0.994,True,False,178.7,5.6,-7.5,True,True
33.799,True,0.246,0.45,1.0,True,False,179.1,5.6,-7.6,True,True
33.829,True,0.249,0.449,1.0,True,False,178.9,5.5,-7.5,True,True
33.859,True,0.247,0.45,1.0,True,False,179.3,5.9,-7.5,True,True
33.889,True,0.238,0.451,1.0,True,False,178.9,5.2,-7.4,True,True
33.921,True,0.24,0.45,1.0,True,False,179.1,5.3,-7.4,True,True
33.959,True,0.24,0.45,1.0,True,False,178.7,5.1,-7.3,True,True
33.989,True,0.252,0.449,1.0,True,False,178.7,5.2,-7.2,True,True
34.019,True,0.269,0.45,0.994,False,False,-179.6,5.1,-7.2,False,True
34.052,True,0.286,0.449,0.989,False,False,-179.4,5.0,-7.3,False,True
34.099,True,0.291,0.447,0.983,False,False,-179.8,5.0,-7.3,False,True
34.129,True,0.303,0.446,0.978,False,False,179.6,4.6,-7.4,False,True
34.161,True,0.305,0.445,0.972,False,False,179.4,4.6,-7.4,False,True
34.201,True,0.313,0.447,0.967,False,False,-179.8,4.9,-7.3,False,True
34.232,True,0.302,0.446,0.961,False,False,-179.9,4.9,-7.3,False,True
34.259,True,0.294,0.445,0.956,False,False,179.2,4.7,-7.3,False,True
34.295,True,0.282,0.446,0.95,False,False,178.1,4.4,-7.2,False,True
34.329,True,0.285,0.446,0.944,False,False,178.8,4.7,-7.2,False,True
34.359,True,0.266,0.445,0.939,False,False,177.9,4.3,-7.3,False,True
34.389,True,0.257,0.445,0.933,False,False,178.3,4.1,-7.2,False,True
34.419,True,0.258,0.446,0.928,False,False,178.9,4.6,-7.2,False,True
34.449,True,0.256,0.446,0.928,True,False,178.9,4.4,-7.1,False,True
34.505,True,0.253,0.446,0.928,True,False,178.7,4.3,-7.2,True,True
34.537,True,0.247,0.447,0.928,True,False,179.2,4.8,-7.1,True,True
34.569,True,0.244,0.446,0.928,True,False,-179.5,4.4,-7.2,False,True
34.602,True,0.242,0.447,0.928,True,False,179.1,4.3,-7.0,False,True
34.629,True,0.241,0.446,0.928,True,False,-179.8,4.7,-7.0,False,True
34.664,True,0.229,0.445,0.928,True,False,179.7,4.4,-7.1,False,True
34.689,True,0.228,0.449,0.928,True,False,-178.1,5.3,-6.6,False,True
34.723,True,0.233,0.449,0.928,True,False,-177.4,5.4,-6.6,False,True
34.759,True,0.236,0.448,0.928,True,False,-177.0,5.4,-6.4,False,True
34.789,True,0.241,0.449,0.928,True,False,-176.4,5.9,-6.2,False,True
34.819,True,0.24,0.449,0.928,True,False,-175.5,6.2,-6.3,False,True
34.856,True,0.242,0.447,0.928,True,False,-174.9,5.5,-6.2,False,True
34.904,True,0.246,0.45,0.928,True,False,-173.6,6.3,-5.9,False,True
34.929,True,0.257,0.451,0.928,True,False,-172.3,6.9,-5.7,False,True
34.959,True,0.269,0.451,0.922,False,False,-171.4,6.9,-5.5,False,True
34.999,True,0.26,0.449,0.917,False,False,-170.9,7.4,-5.5,False,True
