timestamp,face_found,ear,mar,perclos,eyes_closed,yawning,drowsy
0.333,True,0.243,0.004,0.0,False,False,False
0.378,True,0.274,0.003,0.0,False,False,False
0.415,True,0.27,0.004,0.0,False,False,False
0.435,True,0.269,0.004,0.0,False,False,False
0.456,True,0.278,0.003,0.0,False,False,False
0.508,True,0.282,0.003,0.0,False,False,False
0.525,True,0.281,0.003,0.0,False,False,False
0.557,True,0.305,0.004,0.0,False,False,False
0.604,True,0.301,0.002,0.0,False,False,False
0.622,True,0.305,0.002,0.0,False,False,False
0.651,True,0.3,0.003,0.0,False,False,False
0.7,True,0.311,0.003,0.0,False,False,False
0.719,True,0.313,0.003,0.0,False,False,False
0.747,True,0.315,0.003,0.0,False,False,False
0.811,True,0.291,0.003,0.0,False,False,False
0.83,True,0.294,0.003,0.0,False,False,False
0.861,True,0.271,0.002,0.0,False,False,False
0.908,True,0.27,0.002,0.0,False,False,False
0.926,True,0.27,0.003,0.0,False,False,False
0.955,True,0.274,0.001,0.0,False,False,False
1.004,True,0.278,0.003,0.0,False,False,False
1.023,True,0.277,0.003,0.0,False,False,False
1.052,True,0.283,0.004,0.0,False,False,False
1.07,True,0.283,0.004,0.0,False,False,False
1.1,True,0.288,0.003,0.0,False,False,False
1.163,True,0.289,0.003,0.0,False,False,False
1.211,True,0.282,0.003,0.0,False,False,False
1.23,True,0.287,0.002,0.0,False,False,False
1.259,True,0.28,0.003,0.0,False,False,False
1.308,True,0.283,0.003,0.0,False,False,False
1.325,True,0.29,0.003,0.0,False,False,False
1.355,True,0.282,0.003,0.0,False,False,False
1.403,True,0.283,0.003,0.0,False,False,False
1.422,True,0.276,0.003,0.0,False,False,False
1.452,True,0.286,0.003,0.0,False,False,False
1.47,True,0.273,0.004,0.0,False,False,False
1.516,True,0.275,0.004,0.0,False,False,False
1.564,True,0.269,0.004,0.0,False,False,False
1.612,True,0.279,0.003,0.0,False,False,False
1.63,True,0.28,0.003,0.0,False,False,False
1.66,True,0.274,0.003,0.0,False,False,False
1.708,True,0.263,0.003,0.0,False,False,False
1.726,True,0.263,0.003,0.0,False,False,False
1.756,True,0.262,0.003,0.0,False,False,False
1.772,True,0.262,0.003,0.0,False,False,False
1.804,True,0.261,0.004,0.0,False,False,False
1.867,True,0.262,0.003,0.0,False,False,False
1.885,True,0.262,0.003,0.0,False,False,False
1.916,True,0.264,0.003,0.0,False,False,False
1.964,True,0.266,0.004,0.0,False,False,False
2.012,True,0.259,0.003,0.0,False,False,False
2.03,True,0.257,0.003,0.0,False,False,False
2.06,True,0.262,0.003,0.0,False,False,False
2.073,True,0.261,0.004,0.0,False,False,False
2.108,True,0.244,0.003,0.0,False,False,False
2.172,True,0.161,0.003,0.018,True,False,False
2.19,True,0.155,0.003,0.035,True,False,False
2.22,True,0.155,0.003,0.052,True,False,False
2.268,True,0.206,0.003,0.068,True,False,False
2.285,True,0.21,0.003,0.067,False,False,False
2.315,True,0.235,0.003,0.066,False,False,False
2.364,True,0.249,0.004,0.065,False,False,False
2.411,True,0.259,0.004,0.063,False,False,False
2.428,True,0.263,0.003,0.062,False,False,False
2.46,True,0.273,0.003,0.062,False,False,False
2.478,True,0.276,0.003,0.061,False,False,False
2.523,True,0.276,0.002,0.06,False,False,False
2.572,True,0.276,0.002,0.059,False,False,False
2.59,True,0.273,0.003,0.058,False,False,False
2.619,True,0.279,0.002,0.057,False,False,False
2.668,True,0.271,0.002,0.056,False,False,False
2.686,True,0.272,0.002,0.056,False,False,False
2.715,True,0.273,0.002,0.055,False,False,False
2.764,True,0.273,0.003,0.054,False,False,False
2.781,True,0.272,0.003,0.053,False,False,False
2.812,True,0.272,0.003,0.053,False,False,False
2.876,True,0.279,0.004,0.052,False,False,False
2.893,True,0.28,0.004,0.051,False,False,False
2.923,True,0.279,0.004,0.051,False,False,False
2.971,True,0.279,0.004,0.05,False,False,False
2.989,True,0.281,0.004,0.049,False,False,False
3.019,True,0.283,0.004,0.049,False,False,False
3.068,True,0.297,0.004,0.048,False,False,False
3.085,True,0.303,0.004,0.048,False,False,False
3.116,True,0.297,0.004,0.047,False,False,False
3.181,True,0.294,0.005,0.047,False,False,False
3.198,True,0.291,0.003,0.046,False,False,False
3.228,True,0.29,0.003,0.045,False,False,False
3.276,True,0.288,0.004,0.045,False,False,False
3.293,True,0.285,0.004,0.044,False,False,False
3.324,True,0.298,0.004,0.044,False,False,False
3.372,True,0.299,0.004,0.043,False,False,False
3.389,True,0.3,0.003,0.043,False,False,False
3.419,True,0.301,0.004,0.043,False,False,False
3.436,True,0.295,0.004,0.042,False,False,False
3.467,True,0.293,0.003,0.042,False,False,False
3.531,True,0.294,0.003,0.041,False,False,False
3.58,True,0.29,0.003,0.041,False,False,False
3.597,True,0.29,0.003,0.04,False,False,False
3.627,True,0.288,0.002,0.04,False,False,False
3.675,True,0.295,0.003,0.04,False,False,False
3.693,True,0.292,0.004,0.039,False,False,False
3.724,True,0.296,0.003,0.039,False,False,False
3.742,True,0.295,0.003,0.038,False,False,False
3.772,True,0.294,0.004,0.038,False,False,False
3.82,True,0.297,0.003,0.038,False,False,False
3.838,True,0.301,0.003,0.037,False,False,False
3.883,True,0.301,0.004,0.037,False,False,False
3.932,True,0.303,0.004,0.037,False,False,False
3.98,True,0.3,0.004,0.036,False,False,False
3.998,True,0.3,0.004,0.036,False,False,False
4.028,True,0.287,0.004,0.036,False,False,False
4.075,True,0.279,0.004,0.035,False,False,False
4.093,True,0.28,0.004,0.035,False,False,False
